Style,StyleID,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness
American IPA,7,20,"1,053","1,01","5,59","81,05","6,74",23,60,"1,046",60,
American IPA,7,"39,75","1,038","1,008","3,96","93,81","8,88","45,42",60,"1,033",80,"1,5"
American Pale Ale,10,"9,46","1,054","1,014","5,34","71,54","6,69","11,36",60,,30,
American IPA,7,"30,28","1,068","1,017","6,8","53,08","6,43","34,45",60,"1,06",72,"1,21"
American IPA,7,"18,93","1,065","1,015","6,44","94,4","4,28","13,25",60,"1,092",60,
American IPA,7,"18,93","1,073","1,018","7,17","84,87","5,99","28,39",60,"1,049",70,"1,5"
American Amber Ale,4,"20,82","1,055","1,013","5,48","34,03","13,48","26,5",60,,75,
American Pale Ale,10,"20,82","1,053","1,012","5,27","40,79","8,21","26,5",60,"1,041",35,
American IPA,7,"37,85","1,076","1,019","7,51","94,36","21,96","28,39",60,"1,102",75,"1,25"
Saison,134,"18,93","1,051","1,01","5,37","12,02","5,12","28,39",90,"1,034",70,"1,25"
American Pale Ale,10,"37,85","1,057","1,011","5,98","34,84","6,78","45,42",60,"1,047",87,"1,5"
Saison,134,"21,77","1,051","1,014","4,81","23,88","3,87","28,39",75,"1,039",75,"1,5"
American Pale Ale,10,23,"1,054","1,014","5,31","30,51","7,94",29,75,"1,043",75,"3,39"
American IPA,7,"45,42","1,075","1,021","7,07","107,29","6,04","51,1",60,"1,067",75,"1,25"
American Pale Ale,10,21,"1,048","1,011","4,82","36,42","6,8",21,60,"1,048",70,
American IPA,7,"18,93","1,063","1,016","6,23","37,25","6,93","18,93",60,"1,063",75,
American Pale Ale,10,"9,46","1,064","1,016","6,26","45,78","7,75","7,57",60,,70,
American Pale Ale,10,"22,6","1,065","1,014","6,74","57,16","9,41",27,90,"1,055",75,
American Pale Ale,10,10,"1,053","1,012","5,31","37,34","5,01",11,60,"1,048",35,
American IPA,7,"20,82","1,06","1,011","6,39","58,64","15,33","11,36",60,"1,11",35,
American IPA,7,"20,82","1,06","1,017","5,71","60,78",8,"22,71",60,"1,055",35,
American IPA,7,"18,93","1,053","1,013","5,23","60,78",40,"11,36",60,"1,089",60,
American IPA,7,"20,44","1,051","1,008","5,69","61,68","5,87","28,39",60,"1,037",72,"1,3"
American Pale Ale,10,"20,82","1,056","1,016","5,3","5,88","3,89","26,5",60,"1,044",70,
American Pale Ale,10,"37,85","1,069","1,017","6,75","81,19","9,21","41,64",60,,70,
Saison,134,"22,71","1,054","1,01","5,83","25,68","12,81","30,28",60,"1,04",80,
American Pale Ale,10,"19,87","1,05","1,014","4,75","39,24","7,93","15,14",60,,35,
Saison,134,"24,61","1,055","1,013","5,52","24,51","4,56","28,39",60,"1,048",75,
American Pale Ale,10,"18,93","1,059","1,014","5,91","24,37","6,16","26,5",60,,70,
American IPA,7,23,"14,9013","3,07931","6,38","65,2","3,56",25,60,"13,8",75,3
American Pale Ale,10,"22,71","1,054","1,012","5,5","36,7","7,92","31,42",90,"1,039",70,
American Pale Ale,10,"20,82","1,07","1,018","6,91","54,26","5,44","28,39",60,"1,051",71,
American IPA,7,24,"16,6874","4,86871","6,46","96,09","9,62","28,5",90,"14,2",70,"2,6"
American IPA,7,"20,82","1,072","1,017","7,25","47,79","6,05","28,39",60,"1,053",70,"1,33"
American IPA,7,24,"1,071","1,017","7,1","94,66","6,72",35,90,"1,049",70,4
American IPA,7,25,"1,06","1,012","6,35","47,45","4,87","29,5",90,"1,051",70,"2,7"
American Amber Ale,4,99,"1,075","1,021","7,04","34,19","18,26",130,70,"1,057",75,
American Amber Ale,4,"22,71","1,052","1,013","5,16","29,03","13,11","24,61",60,"1,048",85,"1,5"
American IPA,7,20,"1,062","1,017","5,82","64,2","5,79",19,60,,35,
American Amber Ale,4,51,"1,06","1,014","5,98","32,96","8,85",55,60,"1,055",73,"4,202"
American Pale Ale,10,"20,82","1,089","1,025","8,41","87,46","6,99","26,5",60,,70,
American IPA,7,"22,71","1,076","1,018","7,66","119,04","7,66","28,39",60,,70,
American IPA,7,"19,87","1,057","1,013","5,8","62,62","8,77","28,39",90,"1,04",35,
American Pale Ale,10,"18,93","1,049","1,013","4,79","46,35","8,57","11,36",60,,75,
American IPA,7,20,"1,064","1,013","6,76","70,08","5,63",25,90,"1,052",69,3
American IPA,7,"41,64","1,061","1,017","5,8","113,35","4,09","43,53",60,,70,
American Pale Ale,10,23,"1,05","1,008","5,53","35,28","6,35","28,5",90,"1,041",71,
American Amber Ale,4,"18,93","1,072","1,021","6,72","26,5","10,72","28,39",90,"1,048",70,"1,5"
American Pale Ale,10,"30,28","1,055","1,012","5,55","32,77","7,78","36,91",60,"1,045",70,"1,5"
American Pale Ale,10,"41,64","1,055","1,016","5,24","35,05","8,33","51,1",60,"1,045",80,2
American IPA,7,23,"1,053","1,015","5,04","54,81","10,16",28,60,"1,044",75,"5,2"
American Amber Ale,4,"20,82","1,058","1,013","5,89","44,72","14,91","26,5",60,"1,045",70,"1,25"
American IPA,7,"20,82","1,059","1,016","5,68","102,49","15,54","24,61",60,"1,05",70,"1,3"
American IPA,7,21,"1,058","1,01","6,31","47,13","4,41",28,60,"1,043",70,"3,1"
American Pale Ale,10,22,"1,052","1,01","5,44","28,4","6,61",26,70,"1,044",80,3
American IPA,7,"20,82","18,1","4,4","7,53","90,87","9,86","25,78",60,"14,8",70,"1,3"
American Pale Ale,10,25,"1,055","1,016","5,24","41,06","9,04","27,5",60,"1,05",75,
American IPA,7,"41,64","1,063","1,013","6,65","29,91","4,31","47,32",60,"1,056",80,"1,5"
American IPA,7,"22,71","1,061","1,017","5,75","105,35","8,34","26,5",60,"1,052",55,
American IPA,7,"18,93","1,066","1,018","6,2",58,"6,18","9,46",60,"1,039",50,
American IPA,7,23,"1,077","1,023","7,01","40,89","4,49",28,60,"1,063",78,3
American IPA,7,"18,93","1,06","1,01","6,49","108,93","4,44","18,93",60,"1,05",35,
American IPA,7,"45,42","1,08","1,015","8,55","94,48","4,86","56,78",60,"1,064",82,"1,5"
American IPA,7,"21,77","1,069","1,014","7,19","79,13","9,43","27,44",60,,80,
American IPA,7,"11,36","1,071","1,013","7,63","37,11","5,43","15,14",65,"1,053",70,"1,5"
Saison,134,"20,82","1,051","1,009","5,54","34,99","5,99","11,36",60,"1,083",70,
American IPA,7,25,"1,07","1,013","7,42","56,27","16,28",10,60,"1,175",60,
American Pale Ale,10,"10,41","1,05","1,012","5,08","46,39","13,74","12,3",60,,70,
Saison,134,41,"1,066","1,013","6,91","49,16","9,03",50,60,"1,054",85,63
American Amber Ale,4,19,"1,045","1,008","4,94","39,61","16,1","23,9",60,"1,036",70,
American Pale Ale,10,"21,77","1,06","1,012","6,25","40,77","6,46","26,5",70,,87,
American IPA,7,"20,82","1,075","1,018","7,53","110,04","11,83","28,39",60,,70,
American IPA,7,27,"1,05","1,015","4,72","36,85","3,89",31,90,"1,044",75,
American Amber Ale,4,"18,93","1,073","1,012","7,9","46,1","14,41","9,46",60,"1,145",35,
American IPA,7,"20,82","17,8331","3,15015","8,02","78,28","5,93","28,39",60,"13,3",79,"1,5"
American Amber Ale,4,"18,93","1,07","1,02","6,52","49,32","13,68","11,36",60,"1,116",35,
American IPA,7,"20,82","1,063","1,012","6,72","74,63","9,13","28,39",90,"1,046",65,"1,25"
American IPA,7,"16,09","1,074","1,02","7,12","101,55","5,6","24,61",75,"1,049",71,"1,5"
Saison,134,23,"1,054","1,005","6,54","26,35","4,3",30,75,,75,
American Pale Ale,10,21,"1,054","1,018","4,71","43,03","6,27","28,5",60,"1,04",75,3
Saison,134,"11,5","1,056","1,013","5,52","32,07","4,58",4,25,"1,036",60,
American IPA,7,25,"1,062","1,012","6,58","54,44","6,31","31,5",60,"1,049",70,3
American Pale Ale,10,65,"1,048","1,01","4,89","48,66","7,73",67,60,"1,046",64,3
American IPA,7,"18,93","1,057","1,014","5,61","207,38","5,1","26,5",60,,80,
American Amber Ale,4,"20,82","1,063","1,015","6,36","47,09","18,35","11,36",60,,35,
American Pale Ale,10,"20,82","1,056","1,013","5,59","61,12","9,7","29,53",60,"1,039",65,
American IPA,7,"20,82","1,06","1,016","5,81","59,98","6,03","26,5",60,"1,047",70,"1,25"
American IPA,7,18,"1,06","1,011","6,36","53,09","6,92","9,5",60,"1,063",50,
American IPA,7,"18,93","1,066","1,018","6,24","84,77","28,43","22,71",60,,72,
American Pale Ale,10,"18,93","1,063","1,016","6,22","38,85","10,88","9,46",60,"1,126",35,
Saison,134,"20,82","1,063","1,012","6,75","14,54","14,06","11,36",60,,35,
American IPA,7,"24,61","1,072","1,022","6,51","96,21","4,6","30,28",90,"1,048",70,
American Pale Ale,10,"22,71","1,07","1,012","7,59","29,64","8,79","26,5",60,"1,06",71,"1,33"
American IPA,7,"24,61","1,069","1,021","6,25","84,68","9,58","30,28",90,"1,056",75,
American Pale Ale,10,"18,93","1,051","1,009","5,52","37,85","8,64","24,61",60,"1,04",70,
American Pale Ale,10,"15,14","1,058","1,01","6,37","40,35","9,56","22,71",60,"1,039",70,
American IPA,7,"19,87","1,068","1,019","6,54","65,87","8,34","26,12",60,"1,052",75,"1,3"
American IPA,7,"20,82","1,073","1,017","7,42","50,97","5,69","28,39",60,"1,054",75,1
American Pale Ale,10,21,"1,053","1,015","5,01","37,81","6,59","13,5",60,,70,
Saison,134,"18,93","1,061","1,012","6,43","52,9","5,03","9,46",60,"1,03",35,
American IPA,7,21,"1,074","1,017","7,43","114,56","12,42",28,90,,75,
American IPA,7,"18,93","1,066","1,016","6,79","71,77","9,68","11,36",60,,35,
American IPA,7,"18,93","1,072","1,019","6,97","57,87","8,34","24,98",60,"1,054",25,
American Pale Ale,10,22,"1,066","1,017","6,47","46,17","7,02","28,5",60,"1,051",80,
American Pale Ale,10,"22,71","1,047","1,008","5,1","38,44","8,67","30,28",60,"1,035",75,"1,3"
American IPA,7,26,"1,046","1,01","4,76","82,63","4,87",28,60,"1,043",75,"2,5"
American IPA,7,"18,93","1,069","1,019","6,49","76,41","11,74","11,36",60,"1,114",35,
American IPA,7,23,"1,057","1,011","6,1","12,23","16,96",30,60,"1,044",70,"3,1"
American IPA,7,"18,93","1,071","1,027","5,8","42,84","5,26","24,61",90,"1,055",70,"0,8"
American IPA,7,"45,42","1,1","1,02","10,5",137,"22,13",53,90,"1,086",60,"1,3"
American IPA,7,"22,71","1,066","1,015","6,59","87,94","6,26","28,39",60,"1,053",70,"1,25"
American IPA,7,"21,77","1,064","1,012","6,78","79,49","7,03","32,18",60,"1,039",61,"1,3"
American Amber Ale,4,14,"1,071","1,02","6,75","62,75","16,58",18,60,"1,056",75,4
American IPA,7,"20,82","1,048","1,013","4,61","42,38","5,55","29,34",60,"1,034",73,"1,25"
American IPA,7,"18,93","1,057","1,015","5,53","76,42","12,07","11,36",60,,60,
American IPA,7,"18,93","1,165","1,041","16,2",0,"30,99","22,71",60,,75,
American IPA,7,"18,93","1,061","1,017","5,78","56,37","6,21","9,46",60,"1,089",35,
American Pale Ale,10,"14,95","1,053","1,015","5,02","281,09","9,64","9,46",60,"1,084",35,
American IPA,7,"19,87","1,059","1,015","5,78","51,9","6,57","15,14",60,,35,
American Pale Ale,10,"18,93","1,058","1,014","5,78","36,18","7,13","28,39",60,"1,038",70,"1,25"
American Amber Ale,4,"18,93","1,044","1,012","4,13","16,3","12,89","9,46",60,"1,087",35,
American Amber Ale,4,"20,82","1,06","1,017","5,71","20,75","10,44","28,39",90,"1,044",72,"1,5"
American IPA,7,"45,42","1,068","1,015","7,04","82,21","10,73",53,75,"1,058",70,"1,5"
American IPA,7,23,"1,069","1,016","7,31","170,22","8,98",35,60,"1,045",66,"2,6"
American IPA,7,"3,79","1,062","1,01","6,81","53,89","10,44","4,73",60,"1,05",65,2
American IPA,7,"8,52","1,073","1,012","7,92","76,83","6,33","11,36",60,"1,054",75,
American Pale Ale,10,"39,75","1,052","1,012","5,3","34,72","5,86","48,07",60,,78,
American IPA,7,"18,93","1,045","1,011","4,4",0,"10,12","22,71",60,,75,
American Pale Ale,10,"13,5","1,054","1,017","4,85","46,01","13,39",22,60,"1,033","43,4",3
American IPA,7,"18,93","1,067","1,015","6,8","74,23","6,66","18,93",60,,80,
American IPA,7,"20,82","1,08","1,02","7,9",0,"7,55","18,93",60,,75,
American Pale Ale,10,"20,82","1,055","1,015","5,23","50,63","8,19","11,36",60,,75,
American IPA,7,"18,93","1,058","1,015","5,75",0,"8,29","15,14",60,,75,
American IPA,7,"41,64","1,066","1,019","6,25","117,35","8,94","43,53",60,"1,063",70,"0,95"
American Pale Ale,10,"15,14","1,054","1,01","5,88","94,01","4,81","20,82",60,"1,04",70,"3,1"
American IPA,7,23,"1,064","1,012","6,79","73,38","9,59","28,4",60,"1,052",70,
American IPA,7,"423,97","1,052","1,01","5,6","81,47","4,14","469,39",60,"1,047",83,"1,25"
American IPA,7,"22,71","1,072","1,019","6,99","70,27","13,59","26,5",60,"1,062",70,
American IPA,7,"22,71","1,068","1,016","6,78","46,63","3,97","28,39",90,"1,054",75,"1,25"
American Pale Ale,10,"21,77","1,062","1,011","6,66","37,75","8,37","32,18",60,"1,042",73,"1,45"
Saison,134,"11,36","1,055","1,012","5,7","36,88","3,52","20,82",90,"1,03",70,
American IPA,7,"20,5","1,06","1,011","6,46","59,01","8,61",25,60,"1,049",78,
American Pale Ale,10,"18,93","1,059","1,015","5,8","44,86","8,34","11,36",60,,35,
American IPA,7,20,"1,063","1,012","6,8","62,94","8,54",12,60,"1,044",70,
American Pale Ale,10,45,"1,046","1,01","4,68","36,64","5,76",48,90,"1,043",70,3
American Pale Ale,10,"9,46","1,045","1,011","4,44",0,12,"13,25",15,,65,
American Pale Ale,10,19,"1,06","1,019","5,47","50,36","7,41",27,60,"1,042",75,
American IPA,7,"20,82","1,062","1,016","6,14","83,35","6,55","25,36",90,"1,051",65,"1,35"
Saison,134,24,"1,05","1,01","5,28","30,14","3,6",26,90,"1,046",75,"2,9"
American IPA,7,"22,71","1,066","1,012","7,07","120,37","8,16","26,5",60,"1,056",60,
American Amber Ale,4,"20,82","1,067","1,019","6,28","37,58","11,25","28,39",60,"1,043",60,
American IPA,7,21,"1,057","1,016","5,38","39,31","11,64",25,70,"1,048",75,3
Saison,134,"8,52","1,055","1,008","6,2",0,"4,9","14,88",60,,70,
American IPA,7,"22,71","1,053","1,01","5,59","48,07","10,08","18,93",60,"1,063",35,
American IPA,7,"20,82","1,067","1,019","6,35","50,24","8,69","26,5",60,"1,053",70,
American IPA,7,21,"1,062","1,021","5,65","49,16","5,84",25,70,"1,052",75,"2,5"
American IPA,7,"20,82","1,06","1,015","5,87","71,03","8,18","26,5",60,"1,047",35,
American IPA,7,20,"1,07","1,016","7,09","95,49","7,01","28,4",60,"1,049",65,3
Saison,134,23,"1,062","1,012","6,56","42,9",5,25,60,"1,057",70,
American IPA,7,"18,93","1,047","1,013","4,42","30,44","6,17","28,77",95,"1,031",70,"0,7"
Saison,134,50,"1,05","1,009","5,31","23,67","5,33",55,60,"1,045",70,
American Pale Ale,10,"37,85","1,052","1,012","5,17","50,56","6,56","47,7",60,,75,
American IPA,7,"3,79","1,057","1,016","5,34","36,62","8,02","5,68",60,"1,038",70,
American Pale Ale,10,"18,93","1,049","1,011","4,92","37,79","6,37","11,36",60,"1,081",35,
American IPA,7,20,"16,6089","2,97237","7,41","77,38","4,78",25,60,"13,4",70,"3,5"
American Pale Ale,10,10,"1,052","1,015","4,9","40,99","6,83",13,70,"1,04",75,"2,1"
American IPA,7,"18,93","1,066","1,017","6,54","78,08","9,7","9,46",60,"1,133",35,
American IPA,7,"24,61","1,063","1,014","6,44","92,95","5,43","30,28",90,"1,051",75,
American Pale Ale,10,"39,75","1,052","1,005","6,18","52,76","10,33","51,1",70,"1,04",70,"1,33"
American IPA,7,21,"1,063","1,011","6,77","54,17","8,46",26,60,"1,051",65,
American Amber Ale,4,"18,93","1,052","1,014","5,07","39,31","12,36","28,39",60,"1,035",70,"1,25"
American IPA,7,"41,64","1,07","1,02","6,6","58,43","12,5","51,1",75,"1,057",70,"1,5"
American IPA,7,"41,64","1,063","1,013","6,52","53,67","7,28","49,21",90,"1,053",75,2
American IPA,7,"22,71","1,065","1,018","6,19","53,55","9,12","30,28",60,"1,049",75,
American Pale Ale,10,"20,82","1,062","1,016","6,02","79,8","7,35","17,03",60,"1,076",60,"1,5"
Saison,134,"19,31","1,055","1,005","6,6",0,"8,2","23,81",60,,62,
Saison,134,"37,85","1,054","1,011","5,62","23,66","5,59","43,53",60,"1,047",72,"1,5"
American Pale Ale,10,"20,82","1,06","1,016","5,74","35,22","17,18","26,5",60,"1,047",70,"1,5"
American IPA,7,"39,75","1,059","1,017","5,58","282,15","11,9","41,64",60,,70,
American Amber Ale,4,"18,93","1,054","1,016","5,06","29,99","5,42","11,36",90,"1,09",65,"1,5"
Saison,134,"20,82","1,063","1,019","5,83","35,03","4,82","11,36",60,"1,116",35,
American IPA,7,"20,82","1,061","1,012","6,53","77,65","6,41","11,36",60,"1,113",75,
American Amber Ale,4,"20,82","1,06","1,017","5,63","27,73","8,87","11,36",50,,30,
American IPA,7,21,"1,06","1,011","6,37","64,27","17,25",28,60,"1,045",70,"2,9"
American Pale Ale,10,"37,85","1,045","1,005","5,21",0,"14,13","45,42",60,,75,
American IPA,7,"20,82","1,071","1,02","6,67",128,"9,56","9,46",60,"1,155",35,
American IPA,7,"19,68","1,053","1,01","5,7","63,61","5,84","26,5",60,"1,039",71,"1,25"
American IPA,7,"20,82","1,065","1,018","6,12","62,06","7,65","28,39",60,"1,047",75,2
American IPA,7,"20,82","1,08","1,02","7,83","109,14","8,29","24,61",60,,70,
Saison,134,"18,93","1,082","1,016","8,57","71,14","7,63","28,39",60,"1,054",75,
American Amber Ale,4,"41,64","1,062","1,015","6,26","72,23","18,75","49,21",60,,60,
American Light Lager,9,"18,93","1,018","1,011","0,97",0,0,"7,57",1,"1,046",100,"1,3"
American Pale Ale,10,"18,93","1,056","1,017","5,12","73,13","9,7","7,57",60,"1,139",35,
American IPA,7,"20,06","1,081","1,02","7,99","151,4","5,98","26,5",60,"1,061",70,"1,5"
American Pale Ale,10,"7,57","1,059","1,015","5,84","68,88","6,37","13,25",60,"1,034",70,"1,5"
American IPA,7,"19,87","1,055","1,01","5,92","59,71","6,81","26,5",60,"1,041",70,"1,25"
American Pale Ale,10,15,"1,051","1,009","5,57","31,68","7,79",20,60,"1,038",70,
American Pale Ale,10,"20,5","1,058","1,013","5,88","57,86","8,38","25,5",60,"1,047",78,"3,5"
American Pale Ale,10,27,"1,054","1,013","5,51","32,28","12,68",28,60,"1,052",70,"3,2"
American Pale Ale,10,"18,93","1,072","1,026","6,01","12,8","11,16","11,36",60,"1,12",35,
American Amber Ale,4,"20,82","1,067","1,017","6,58","98,2","14,48","27,63",75,"1,05",70,
American Pale Ale,10,"18,93","1,072","1,018","7,1","132,07","4,3","22,71",60,,75,
American Pale Ale,10,"20,82","1,055","1,013","5,48","37,44","9,47","28,39",60,"1,041",75,"1,5"
American Amber Ale,4,"20,82","1,074","1,017","7,43","78,37","17,55","24,61",60,"1,063",70,"1,4"
American IPA,7,"21,77","1,046","1,011","4,5","85,55","17,87","26,5",80,"1,038",75,
American Pale Ale,10,"3,79","1,055","1,009","5,98",30,"5,67","5,3",30,"1,039",74,
American IPA,7,"3,79","1,07","1,019","6,63","116,64","7,15","5,68",60,"1,046",70,"1,5"
American IPA,7,24,"1,062","1,012","6,55","48,52","25,47","28,5",60,"1,053",80,3
American IPA,7,"22,71","1,069","1,016","6,89","72,92","7,67","28,39",60,,70,
American IPA,7,16,"1,067","1,017","6,58","67,18","9,65",21,60,"1,051",70,
American IPA,7,"24,61","1,065","1,013","6,81","101,28","4,34","30,28",90,"1,053",80,
American IPA,7,25,"1,072","1,014","7,64","25,99","12,26","28,5",90,"1,063",85,3
American IPA,7,"18,93","1,08","1,028","6,83","110,15","7,32","11,36",60,"1,134",35,
American Pale Ale,10,"18,93","1,056","1,016","5,21","46,02","4,86","22,71",75,"1,047",70,"1,5"
Saison,134,23,"1,064","1,008","7,28","33,26","10,78",20,60,"1,073",64,
American Pale Ale,10,"18,93","1,057","1,016","5,35","62,63","6,75","28,39",60,"1,038",65,"1,25"
American IPA,7,21,"1,074","1,017","7,4","66,22","11,12",14,45,,40,
American IPA,7,"20,82","1,052","1,013","5,14","58,7","6,11","26,5",60,,70,
American IPA,7,"43,53","1,063","1,012","6,64","68,46","4,43","51,1",60,"1,054",77,"1,33"
Saison,134,44,"1,067","1,019","6,57","45,01","4,93","52,3",70,"1,056",65,4
American Amber Ale,4,"64,35","1,048","1,014","4,48","31,15","10,6","81,39",60,"1,038",70,"1,5"
American Pale Ale,10,"21,77","1,063","1,013","6,63","42,25","7,93","26,5",60,,81,
American Pale Ale,10,23,"1,045","1,009","4,81","19,76","4,4",11,60,"1,095",25,
American IPA,7,44,"1,062","1,011","7,02","115,26","8,28",51,60,"1,054",76,"2,5"
American IPA,7,"20,82","1,061","1,011","6,57","138,94","6,04","28,39",60,"1,045",65,"1,25"
American IPA,7,"41,64","1,063","1,018","5,98","99,02","7,14","45,42",60,"1,058",70,1
American IPA,7,"47,32","1,048","1,013","4,55","149,28","4,69","43,53",60,,70,
American IPA,7,"18,93","1,064","1,02","5,75","136,68","6,57","24,61",60,,"62,5",
Saison,134,"18,93","1,064","1,014","6,52","26,93","8,37","26,5",60,"1,046",65,
American Amber Ale,4,26,"1,062","1,014","6,18","30,77","12,73","28,5",60,"1,056",75,3
American Pale Ale,10,"18,93","1,061","1,015","5,97","56,42","5,63","28,39",60,"1,04",70,"1,5"
American IPA,7,"20,82","1,078","1,019","7,81","77,73","40,54","11,36",60,"1,143",35,
American Pale Ale,10,"22,71","1,046","1,009","4,82","33,25","6,92","28,39",60,"1,037","75,6","1,3"
American IPA,7,"39,75","1,06","1,014","6,01","209,37","11,87","45,42",60,"1,053",75,"1,3"
American IPA,7,"18,93","1,095","1,024","9,38","153,9","6,3","11,36",90,"1,159",35,
American IPA,7,"45,42","1,068","1,01","7,71","76,44","4,64",53,90,"1,059",80,
American Pale Ale,10,"20,82","1,047","1,011","4,68","78,34","13,34","24,61",60,"1,04",65,"1,5"
American IPA,7,"19,87","1,055","1,009","6,1","71,48","19,62","24,61",90,,64,
American IPA,7,"20,82","1,058","1,01","6,21","106,64","7,01","28,39",60,"1,042",65,"1,35"
American IPA,7,"20,82","1,057","1,012","5,85","55,98","35,15","28,39",60,"1,041",70,"1,5"
American Pale Ale,10,10,"1,051","1,011","5,26","46,17","5,65",14,70,"1,036",70,3
American Amber Ale,4,19,"1,055","1,015","5,23","45,28","9,14",11,60,"1,096",35,
American Pale Ale,10,"18,93","1,055","1,014","5,4","32,48","6,96","24,61",60,,70,
American IPA,7,"60,57","1,057","1,016","5,58","58,8","6,14","68,14",60,"1,051",75,"1,33"
